nama_file,nomor_peraturan,judul,tahun,nomor,konsideran,heading,definition_term,token_count,generated_topics
107~pmk.011~2011.json,PMK 107/PMK.011/2011,Bea Masuk ditanggung Pemerintah atas Impor Barang Dan Bahan Guna Pembuatan Komponen Kendaraan Bermotor untuk Tahun Anggaran 2011,2011,107," a. bahwa dalam rangka memenuhi penyediaan barang dan/atau jasa guna kepentingan umum dan meningkatkan daya saing industri pembuatan komponen kendaraan bermotor di dalam negeri, perlu memberikan insentif fiskal berupa Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan komponen kendaraan bermotor; b. bahwa terhadap impor barang dan bahan oleh industri pembuatan komponen kendaraan bermotor telah memenuhi kriteria penilaian dan ketentuan barang dan bahan untuk dapat diberikan Bea Masuk Ditanggung Pemerintah sesuai ketentuan Pasal 2 Peraturan Menteri Keuangan Nomor 261/PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011; c. bahwa dalam rangka pemberian Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan komponen kendaraan bermotor sebagaimana dimaksud pada huruf b, telah ditetapkan pagu anggaran untuk pemberian Bea Masuk Ditanggung Pemerintah Tahun Anggaran 2011; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, huruf b, dan huruf c, serta dalam rangka melaksanakan ketentuan Pasal 3 ayat (4) Peraturan Menteri Keuangan Nomor 261/ PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011, perlu menetapkan Peraturan Menteri Keuangan tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Guna Pembuatan Komponen Kendaraan Bermotor Untuk Tahun Anggaran 2011;",[],"['Perusahaan', 'Barang dan Bahan Guna Pembuatan Komponen Kendaraan Bermotor', 'Barang dan Bahan']",543,Insentif fiskal; Industri pembuatan komponen kendaraan bermotor; Impor barang dan bahan; Kriteria penilaian; Ketentuan barang dan bahan; Pagu anggaran; Pemberian Bea Masuk Ditanggung Pemerintah; Peraturan Menteri Keuangan.
107~pmk.011~2013.json,PMK 107/PMK.011/2013,"Tata Cara Penghitungan, Penyetoran, Dan Pelaporan Pajak Penghasilan atas Penghasilan Dari Usaha yang diterima Atau diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu",2013,107," bahwa dalam rangka melaksanakan Pasal 9 Peraturan Pemerintah Nomor 46 Tahun 2013 tentang Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu, perlu menetapkan Peraturan Menteri Keuangan tentang Tata Cara Penghitungan, Penyetoran, dan Pelaporan Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu;",[],"['Undang-Undang Pajak Penghasilan', 'Tahun Pajak']",143,Peraturan; Penghitungan; Penyetoran; Pelaporan; Pajak Penghasilan; Usaha; Wajib Pajak; Peredaran Bruto Tertentu.
107~pmk.02~2010.json,PMK 107/PMK.02/2010 /PMK.02/2009,"Persyaratan Dan Besarnya Tabungan Hari Tua Dan Asuransi Kematian Bagi Ketua, Wakil Ketua, Dan Anggota Dewan Perwakilan Daerah",2010,107," a. bahwa berdasarkan Peraturan Pemerintah Nomor 58 Tahun 2008 tentang Hak Keuangan/Administratif Bagi Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah serta Mantan Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah Beserta Janda/Dudanya, hak keuangan/administratif Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah adalah sama dengan hak keuangan/administratif bagi Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Rakyat; b. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a, Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah, telah dipungut iuran Tabungan Hari Tua dari penghasilan Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah setiap bulan; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Persyaratan dan Besarnya Tabungan Hari Tua dan Asuransi Kematian bagi Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah;",[],"['Peserta', 'P', 'Isteri/Suami', 'Anak', 'MI', 'B']",300,Hak keuangan/administratif; Iuran Tabungan Hari Tua; Asuransi Kematian; Peraturan Menteri Keuangan.
107~pmk.04~2009.json,PMK 107/PMK.04/2009,"Pembebasan Bea Masuk atas Impor Persenjataan, Amunisi, Perlengkapan Militer Dan Kepolisian, Termasuk Suku Cadang, Serta Barang Dan Bahan yang dipergunakan untuk Menghasilkan Barang yang dipergunakan Bagi Keperluan Pertahanan Dan Keamanan Negara",2009,107," a. bahwa berdasarkan Pasal 25 ayat (1) huruf h dan huruf i Undang-Undang Nomor 10 Tahun 1995 tentang Kepabeanan sebagaimana telah diubah dengan Undang-Undang Nomor 17 Tahun 2006, atas impor persenjataan, amunisi, perlengkapan militer dan kepolisian, termasuk suku cadang, serta barang dan bahan yang dipergunakan untuk menghasilkan barang yang dipergunakan bagi keperluan pertahanan dan keamanan negara, diberikan pembebasan bea masuk; b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, dan dalam rangka melaksanakan ketentuan Pasal 25 ayat (3), perlu menetapkan Peraturan Menteri Keuangan tentang Pembebasan Bea Masuk Atas Impor Persenjataan, Amunisi, Perlengkapan Militer Dan Kepolisian, Termasuk Suku Cadang, Serta Barang Dan Bahan Yang Dipergunakan Untuk Menghasilkan Barang Yang Dipergunakan Bagi Keperluan Pertahanan Dan Keamanan Negara;",[],,281,Pembebasan bea masuk; Impor persenjataan; Amunisi; Perlengkapan militer; Kepolisian; Suku cadang; Barang dan bahan; Keperluan pertahanan; Keamanan negara.
107~pmk.05~2016.json,PMK 107/PMK.05/2016,Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan,2016,107," a. bahwa sebagai pelaksanaan ketentuan Pasal 9 Peraturan Pemerintah Nomor 23 Tahun 2005 tentang Pengelolaan Keuangan Badan Layanan Umum sebagaimana telah diubah dengan Peraturan Pemerintah Nomor 74 Tahun 2012, Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan telah mempunyai tarif layanan yang ditetapkan berdasarkan Peraturan Menteri Keuangan Nomor 251/PMK.05/2012 tentang Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan; b. bahwa Politeknik Kesehatan Surakarta pada Kementerian Kesehatan telah ditetapkan sebagai Instansi Pemerintah yang menerapkan Pengelolaan Keuangan Badan Layanan Umum berdasarkan Keputusan Menteri Keuangan Nomor 267/KMK.05/2011 tentang Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan; c. bahwa Menteri Kesehatan melalui Surat Nomor: KU.01.01/III/2772/2015 tanggal 30 Desember 2015, telah mengajukan usulan perubahan terhadap tarif Badan Layanan Umum Politeknik Kesehatan Surakarta pada bahwa usulan perubahan terhadap tarif layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan, telah dibahas dan dikaji oleh Tim Penilai; d. bahwa dengan adanya perubahan tarif layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan, perlu mengatur kembali tarif layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan yang sebelumnya diatur dalam Peraturan Menteri Keuangan Nomor 251/PMK.05/2012; e. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a, huruf b, huruf c, huruf d, dan huruf e, perlu menetapkan Peraturan Menteri Keuangan tentang Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta Pada Kementerian Kesehatan;",[],['Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan'],593,Tarif layanan; Pengelolaan keuangan; Badan Layanan Umum; Politeknik Kesehatan Surakarta; Kementerian Kesehatan; Perubahan tarif layanan; Tim Penilai; Peraturan Menteri Keuangan.
107~pmk.06~2019.json,PMK 107 /PMK.06/2019,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 118/Pmk.06/2017 Tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara,2019,107," a. bahwa untuk melaksanakan ketentuan Pasal 11 Peraturan Presiden Nomor 75 Tahun 2017 tentang Penilaian Kembali Barang Milik Negara/Daerah, telah diterbitkan Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 57/PMK.06/2018 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara; b. bahwa untuk menindaklanjuti hasil pemeriksaan Badan Pemeriksa Keuangan terhadap pelaksanaan Penilaian Kembali Barang Milik Negara Tahun 2017-2018 dan dalam rangka meningkatkan kualitas pelaksanaan Penilaian Kembali Barang Milik Negara, perlu dilakukan perubahan dan penyempurnaan ketentuan dalam Peraturan Menteri Keuangan sebagaimana dimaksud dalam huruf a; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara;",[],,362,Perubahan regulasi; Penilaian kembali; Barang milik negara; Pelaksanaan; Pedoman; Peraturan Menteri Keuangan; Penyempurnaan; Kualitas; Badan Pemeriksa Keuangan.
108~pmk.011~2011.json,PMK 108/PMK.011/2011,"Bea Masuk ditanggung Pemerintah atas Impor Barang Dan Bahan Guna Pembuatan Dan Perbaikan Gerbong Barang, Kereta Penumpang, Kereta Rel Listrik /diesel, _Bogie_ , Dan Komponen Kereta Api untuk Tahun Anggaran 2011",2011,108," a. bahwa dalam rangka memenuhi penyediaan barang dan/atau jasa guna kepentingan umum dan meningkatkan daya saing industri pembuatan dan perbaikan gerbong barang, kereta penumpang, kereta rel listrik/diesel, _bogie_ dan komponen kereta api di dalam negeri, perlu memberikan insentif fiskal berupa Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan dan perbaikan gerbong barang, kereta penumpang, kereta rel listrik/diesel, _bogie_ dan komponen kereta api; b. bahwa terhadap impor barang dan bahan oleh industri pembuatan dan perbaikan gerbong barang, kereta penumpang, kereta rel listrik/diesel, _bogie_ dan komponen kereta api telah memenuhi kriteria penilaian dan ketentuan barang dan bahan untuk dapat diberikan Bea Masuk Ditanggung Pemerintah sesuai ketentuan Pasal 2 Peraturan Menteri Keuangan Nomor 261/PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011; c. bahwa dalam rangka pemberian Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan dan perbaikan gerbong barang, kereta penumpang, kereta rel listrik/diesel, _bogie_ dan komponen kereta api sebagaimana dimaksud pada huruf b, telah ditetapkan pagu anggaran untuk pemberian Bea Masuk Ditanggung Pemerintah Tahun Anggaran 2011; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, huruf b, dan huruf c, serta dalam rangka melaksanakan ketentuan Pasal 3 ayat (4) Peraturan Menteri Keuangan Nomor 261/PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011, perlu menetapkan Peraturan Menteri Keuangan tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Guna Pembuatan dan Perbaikan Gerbong Barang, Kereta Penumpang, Kereta Rel Listrik/Diesel, _Bogie_ dan Komponen Kereta Api Untuk Tahun Anggaran 2011;",[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan dan Perbaikan Gerbong Barang, Kereta Penumpang, Kereta Rel Listrik/Diesel, _Bogie_ dan Komponen Kereta Api', 'Barang dan Bahan']",669,Insentif fiskal; Industri pembuatan; Perbaikan gerbong barang; Kereta penumpang; Kereta rel listrik; Kereta rel diesel; Bogie; Komponen kereta api; Penyediaan barang; Jasa guna kepentingan umum; Daya saing industri; Ketentuan barang dan bahan; Pagu anggaran; Pemberian Bea Masuk Ditanggung Pemerintah; Tahun Anggaran 2011; Peraturan Menteri Keuangan.
108~pmk.02~2009.json,PMK 108/PMK.02/2009,Standar Biaya Khusus Tahun Anggaran 2010,2009,108," bahwa dalam rangka pelaksanaan ketentuan Pasal 4 Peraturan Menteri Keuangan Nomor 69/PMK.02/2008 tentang Penyusunan Standar Biaya Khusus, perlu menetapkan Peraturan Menteri Keuangan tentang Standar Biaya Khusus Tahun Anggaran 2010;",[],['(1)Standar Biaya Khusus'],84,Standar Biaya Khusus; Penyusunan Standar Biaya Khusus; Peraturan Menteri Keuangan; Tahun Anggaran 2010.
108~pmk.02~2015.json,PMK 108/PMK.02/2015,Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015,2015,108," a. bahwa untuk melaksanakan amanat Pasal 13 dan Pasal 14 Peraturan Pemerintah Nomor 87 Tahun 2013 tentang Pengelolaan Aset Jaminan Sosial Kesehatan telah ditetapkan Peraturan Menteri Keuangan Nomor 245/PMK.02/2014 tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015; b. bahwa dalam rangka menjaga kesinambungan program jaminan kesehatan dan menjaga kesehatan keuangan aset Dana Jaminan Sosial Kesehatan sebagaimana diamanatkan dalam Pasal 37 ayat (5) dan Pasal 38 ayat (2) Peraturan Pemerintah Nomor 87 Tahun 2013 tentang Pengelolaan Aset Jaminan Sosial Kesehatan perlu mengatur kembali besaran persentase dana operasional sebagaimana telah ditetapkan dalam PeraturanMenteri Keuangan Nomor 245/PMK.02/2014 tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015;",[],,375,Pengelolaan Aset; Program Jaminan Kesehatan; Kesehatan Keuangan; Besaran Persentase; Dana Operasional; Badan Penyelenggara; Jaminan Sosial Kesehatan; Tahun 2015.
108~pmk.05~2016.json,PMK 108 /PMK.05/2016,Tata Cara Penerusan Pinjaman Dalam Negeri Dan Penerusan Pinjaman Luar Negeri Kepada Badan Usaha Milik Negara Dan Pemerintah Daerah,2016,108," a. bahwa berdasarkan ketentuan Pasal 23 Peraturan Pemerintah Nomor 10 Tahun 2011 tentang Tata Cara Pengadaan Pinjaman Luar Negeri Dan Penerimaan Hibah, dan Pasal 21 Peraturan Pemerintah Nomor 54 Tahun 2008 tentang Tata Cara Pengadaan Dan Penerusan Pinjaman Dalam Negeri Oleh Pemerintah, ketentuan lebih lanjut mengenai penerusan pinjaman luar negeri dan pinjaman dalam negeri diatur dengan Peraturan Menteri Keuangan; b. bahwa dalam rangka pengaturan penerusan pinjaman luar negeri dan penerusan pinjaman dalam negeri sebagaimana dimaksud dalam huruf a, perlu disusun kembali aturan mengenai tata cara penerusan pinjaman dalam negeri dan luar negeri guna memberikan alternatif pembiayaan kepada Badan Usaha Milik Negara dan Pemerintah Daerah serta mendorong kegiatan prioritas pembangunan nasional; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Tata Cara Penerusan Pinjaman Dalam Negeri dan Penerusan Pinjaman Luar Negeri Kepada Badan Usaha Milik Negara dan Pemerintah Daerah;","['Pengajuan Usulan', 'Kriteria Kegiatan BUMN Yang Dibiayai Melalui PPDN', 'Kriteria Kegiatan Pemda Yang Dibiayai Melalui PPDN', 'Pengajuan Usulan Pembiayaan Kegiatan Yang Dibiayai Melalui PPDN', 'Persyaratan dan Dokumen Pendukung', 'Penilaian', 'Penilaian Kelayakan Pembiayaan PPDN', 'Permohonan Masukan', 'Usulan Penetapan', 'Kriteria Kegiatan BUMN Yang Dibiayai Melalui PPLN', 'Kriteria Kegiatan Pemda Yang Dibiayai Melalui PPLN', 'Pengajuan Usulan Pembiayaan Kegiatan Yang Dibiayai Melalui PPLN', 'Penilaian Kelayakan Pembiayaan PPLN', 'Isi Pokok Perjanjian PPDN/Perjanjian PPLN', 'Mata Uang dan Tingkat Suku Bunga', 'Jangka Waktu Penyusunan Perjanjian PPDN/Perjanjian PPLN', 'Penandatanganan Perjanjian PPDN/Perjanjian PPLN', 'Perubahan Perjanjian PPDN/Perjanjian PPLN', 'Pembayaran Kembali PPDN/PPLN', 'Pengurangan Pagu PPDN/PPLN']","['Pinjaman Dalam Negeri', 'Pinjaman Luar Negeri', 'Penerusan Pinjaman Dalam Negeri', 'Penerusan Pinjaman Luar Negeri', 'Perjanjian Pinjaman Dalam Negeri', 'Perjanjian PDN', 'Perjanjian Pinjaman Luar Negeri', 'Perjanjian PLN', 'Perjanjian Penerusan Pinjaman Dalam Negeri', 'Perjanjian Penerusan Pinjaman Luar Negeri', 'Menteri Negara Perencanaan Pembangunan Nasional/Kepala Badan Perencanaan Pembangunan Nasional', 'Menteri Perencanaan', 'Daftar Kegiatan Prioritas', 'Daftar Kegiatan', 'Pemerintah Pusat', 'Pemerintah', 'Pemerintah Daerah', 'Pemda', 'Badan Usaha Milik Negara', 'Badan Usaha Milik Daerah', 'Dewan Perwakilan Rakyat Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Anggaran Pendapatan dan Belanja Negara', 'Menteri Keuangan', 'Menteri', 'Menteri Dalam Negeri', 'Menteri Badan Usaha Milik Negara', 'Menteri BUMN', 'Dana Alokasi Umum', 'Dana Bagi Hasil']",334,Penerusan pinjaman; Badan Usaha Milik Negara; Pemerintah Daerah; Pembangunan nasional.
108~pmk.06~2017.json,PMK 108/PMK.06/2017,Tata Cara Penetapan Nilai Kekayaan Awal Perguruan Tinggi Negeri Badan Hukum,2017,108," a. bahwa berdasarkan ketentuan Pasal 65 ayat (3) huruf a Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi serta Pasal 24 ayat (1) Peraturan Pemerintah Nomor 4 Tahun 2014 tentang Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Pendidikan Tinggi, Perguruan Tinggi Negeri Badan Hukum memiliki kekayaan awal berupa kekayaan negara yang dipisahkan kecuali tanah; b. bahwa sehubungan dengan kekayaan awal sebagaimana dimaksud dalam huruf a, berdasarkan ketentuan Pasal 24 ayat (2) Peraturan Pemerintah Nomor 4 Tahun 2014 tentang Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Pendidikan Tinggi, Menteri Keuangan berwenang menetapkan nilai kekayaan awal Perguruan Tinggi Negeri Badan Hukum; c. bahwa untuk mewujudkan tertib administrasi dan tertib hukum atas setiap pelaksanaan penetapan nilai kekayaan awal Perguruan Tinggi Negeri Badan Hukum, memerlukan pengaturan mengenai tata cara penetapan nilai kekayaan awal Perguruan Tinggi Negeri Badan Hukum; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a, huruf b, dan huruf c, perlu menetapkan Peraturan Menteri Keuangan tentang Tata Cara Penetapan Nilai Kekayaan Awal Perguruan Tinggi Negeri Badan Hukum;","['Umum', 'Pengajuan Usulan Penetapan Nilai Kekayaan Awal', 'Dokumen Pelaporan Keuangan Satker PTN', 'Dokumen Likuidasi Satker PTN', 'Dokumen Penutup Satker PTN', 'Dokumen Pembuka PTN Badan Hukum', 'Dokumen Berita Acara Kesepakatan Nilai Kekayaan Awal', 'Penelitian Usulan Penetapan Nilai Kekayaan Awal', 'Penetapan Nilai Kekayaan Awal']","['Perguruan Tinggi Negeri Badan Hukum', 'Satuan Kerja Perguruan Tinggi Negeri', 'Satker PTN', 'Nilai Kekayaan Awal PTN Badan Hukum', 'Nilai Kekayaan Awal', 'Tahun Akhir', 'Tahun Awal', 'Laporan Keuangan Standar Akuntansi Pemerintahan Satker PTN', 'Neraca Satker PTN', 'Neraca', 'Laporan Posisi Keuangan PTN Badan Hukum', 'Menteri', 'Menteri Teknis', 'Kementerian Teknis']",409,Penetapan nilai; Kekayaan awal; Perguruan Tinggi Negeri Badan Hukum; Tata cara penetapan; Tertib administrasi; Tertib hukum.
109~pmk.011~2011.json,PMK 109/PMK.011/2011,Bea Masuk ditanggung Pemerintah atas Impor Barang Dan Bahan Guna Pembuatan Dan/Atau Perbaikan Kapal untuk Tahun Anggaran 2011,2011,109," a. bahwa dalam rangka memenuhi penyediaan barang dan/atau jasa guna kepentingan umum dan meningkatkan daya saing industri pembuatan dan/atau perbaikan kapal di dalam negeri, perlu memberikan insentif fiskal berupa Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan dan/atau perbaikan kapal; b. bahwa terhadap impor barang dan bahan oleh industri pembuatan dan/atau perbaikan kapal telah memenuhi kriteria penilaian dan ketentuan barang dan bahan untuk dapat diberikan Bea Masuk Ditanggung Pemerintah sesuai ketentuan Pasal 2 Peraturan Menteri Keuangan Nomor 261/PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011; c. bahwa dalam rangka pemberian Bea Masuk Ditanggung Pemerintah atas impor barang dan bahan oleh industri pembuatan dan/atau perbaikan kapal sebagaimana dimaksud pada huruf b, telah ditetapkan pagu anggaran untuk pemberian Bea Masuk Ditanggung Pemerintah Tahun Anggaran 2011; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, huruf b, dan huruf c, serta dalam rangka melaksanakan ketentuan Pasal 3 ayat (4) Peraturan Menteri Keuangan Nomor 261/PMK.011/2010 tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu Untuk Tahun Anggaran 2011, perlu menetapkan Peraturan Menteri Keuangan tentang Bea Masuk Ditanggung Pemerintah Atas Impor Barang dan Bahan Guna Pembuatan dan/Atau Perbaikan Kapal Untuk Tahun Anggaran 2011;",[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan dan/atau Perbaikan Kapal', 'Barang dan Bahan']",544,Insentif fiskal; Industri pembuatan kapal; Industri perbaikan kapal; Kriteria penilaian; Ketentuan barang dan bahan; Pagu anggaran; Pemberian Bea Masuk Ditanggung Pemerintah; Tahun Anggaran 2011; Peraturan Menteri Keuangan.
109~pmk.03~2015.json,PMK 109/PMK.03/2015,Tunjangan Kinerja Bagi Pejabat Fungsional Dokter/Dokter Gigi Dan Pelaksana Tugas Belajar di Lingkungan direktorat Jenderal Pajak,2015,109," bahwa dalam rangka melaksanakan ketentuan Pasal 2 ayat (3) dan Pasal 8 Peraturan Presiden Nomor 37 Tahun 2015 tentang Tunjangan Kinerja Pegawai di Lingkungan Direktorat Jenderal Pajak, perlu menetapkan Peraturan Menteri Keuangan tentang Tunjangan Kinerja Bagi Pejabat Fungsional Dokter/Dokter Gigi dan Pelaksana Tugas Belajar di Lingkungan Direktorat Jenderal Pajak;",[],"['Pegawai Negeri Sipil', 'Pegawai di lingkungan Direktorat Jenderal Pajak', 'Pejabat Fungsional Dokter/Dokter Gigi', 'Pelaksana Tugas Belajar']",124,Tunjangan Kinerja; Pejabat Fungsional; Dokter/Dokter Gigi; Pelaksana Tugas Belajar; Lingkungan Direktorat Jenderal Pajak.
109~pmk.04~2019.json,PMK 109/PMK.04/2019,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 229/Pmk.04/2017 Tentang Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan __ Perjanjian Atau Kesepakatan Internasional,2019,109," a. bahwa untuk melaksanakan _Protocol to Amend the_ _Framework on Comprehensive Economic Co-Operation and_ _Certain Agreements thereunder between the Association of_ _Southeast Asian Nations_ (ASEAN) _and the People’s_ _Republic of China_ (Protokol untuk Mengubah Persetujuan Kerangka Kerja Mengenai Kerja Sama Ekonomi dan Persetujuan Tertentu Antara Perhimpunan Bangsa- Bangsa Asia Tenggara dan Republik Rakyat Tiongkok) yang telah diratifikasi dengan Peraturan Presiden Nomor 112 Tahun 2018, perlu melakukan penyempurnaan ketentuan mengenai tata cara pengenaan tarif bea masuk atas barang impor berdasarkan _the Framework on_ _Comprehensive_ _Economic_ _Co-Operation_ _and_ _Certain_ _Agreements_ _thereunder_ _between_ _the_ _Association_ _of_ _Southeast Asian Nations (ASEAN) and the People’s_ _Republic of China_ ; b. bahwa untuk melaksanakan _Comprehensive Economic_ _Partnership Agreement between the Government of the_ _Republic of Indonesia and the Government of the Republic_ _of Chile_ (Persetujuan Kemitraan Ekonomi Komprehensif antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile) yang telah diratifikasi dengan Peraturan Presiden Nomor 11 Tahun 2019, perlu mengatur tata cara pengenaan tarif bea masuk berdasarkan perjanjian atau kesepakatan internasional atas barang impor yang berasal dari Chile; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, serta untuk melaksanakan ketentuan Pasal 13 ayat (2) Undang- Undang Nomor 17 Tahun 2006 tentang Perubahan atas Undang-Undang Nomor 10 Tahun 1995 tentang Kepabeanan, perlu menetapkan Peraturan Menteri Keuangan tentang Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 229/PMK.04/2017 tentang Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Perjanjian atau Kesepakatan Internasional;",[],,533,Pengenaan tarif bea masuk; Perubahan peraturan; Kerja sama ekonomi; Persetujuan internasional; Barang impor; Kepabeanan.
