nama_file,nomor_peraturan,judul,tahun,nomor,konsideran,heading,definition_term,token_count,generated_topics
101~pmk.01~2017.json,PMK 101/PMK.01/2017,Mekanisme Registrasi Dan Verifikasi Penyedia Barang/Jasa pada Pusat Layanan Pengadaan Secara Elektronik di Lingkungan Kementerian Keuangan,2017,101," a. bahwa untuk meningkatkan efektivitas, efisiensi, dan akuntabilitas pengadaan barang/jasa pemerintah secara elektronik di lingkungan Kementerian Keuangan, telah ditetapkan Peraturan Menteri Keuangan Nomor 139/PMK.01/2012 tentang Mekanisme Registrasi, Verifikasi dan Penilaian Kinerja Barang/Jasa pada Pusat Layanan Pengadaan Secara Elektronik Kementerian Keuangan sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 108/PMK.01/2014 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 139/PMK.01/2012 tentang Mekanisme Registrasi, Verifikasi, dan Penilaian Kinerja Barang/Jasa pada Pusat Layanan Pengadaan Secara Elektronik Kementerian Keuangan; b. bahwa untuk menyempurnakan mekanisme registrasi dan verifikasi penyedia barang/jasa pemerintah secara elektronik di lingkungan Kementerian Keuangan, perlu mengatur kembali ketentuan mengenai mekanisme registrasi dan verifikasi penyedia barang/jasa pada Pusat Layanan Pengadaan Secara Elektronik di lingkungan Kementerian Keuangan; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Mekanisme Registrasi dan Verifikasi Penyedia Barang/Jasa pada Pusat Layanan Pengadaan Secara Elektronik di Lingkungan Kementerian Keuangan;","['Registrasi pada Pusat LPSE Kementerian Keuangan', 'Registrasi Dalam Jaringan ( _Online_ ) __', 'Registrasi Luar Jaringan ( _Offline_ ) __']","['Pusat Layanan Pengadaan Secara Elektronik Di Lingkungan Kementerian Keuangan', 'Pusat LPSE Kementerian Keuangan', 'Pengadaan Secara Elektronik ( _E-Procurement_ )', 'Penyedia Barang/Jasa', 'Registrasi', 'Verifikasi', '_User ID_', 'Kata Sandi __ ( _Password_ ) __', '_Administrator_', '_Admin_ ,']",389,Mekanisme Registrasi; Verifikasi Penyedia Barang/Jasa; Pengadaan Secara Elektronik; Efektivitas Pengadaan; Efisiensi Pengadaan; Akuntabilitas Pengadaan; Peraturan Menteri Keuangan; Penilaian Kinerja Barang/Jasa.
101~pmk.07~2013.json,PMK 101/PMK.07/20130,"Perubahan atas Peraturan Menteri Keuangan Nomor 41/Pmk.07/2013 Tentang Pedoman Umum Dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, Dan Kota Tahun Anggaran 2013 No.908, 2013 Kementerian Keuangan. Tunjangan Profesi Guru. Pns Daerah. Alokasi. Pedoman. Perubahan. Peraturan Menteri Keuangan Republik Indonesia Nomor 101/Pmk.07/20130 Tentang Perubahan atas Peraturan Menteri Keuangan Nomor 41/Pmk.07/2013 Tentang Pedoman Umum Dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, Dan Kota Tahun Anggaran 2013",2013,101," a. bahwa untuk melaksanakan ketentuan Pasal 15 ayat (11) Undang-Undang Nomor 19 Tahun 2012 tentang Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2013, telah ditetapkan Peraturan Menteri Keuangan Nomor 41/PMK.07/2013 tentang Pedoman Umum Dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, Dan Kota Tahun Anggaran 2013; b. bahwa sehubungan dengan adanya perubahan alokasi dan rencana penyaluran alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah, perlu dilakukan perubahan atas Peraturan Menteri Keuangan Nomor 41/PMK.07/2013 tentang Pedoman Umum Dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, Dan Kota Tahun Anggaran 2013; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Perubahan atas Peraturan Menteri Keuangan Nomor 41/PMK.07/2013 tentang Pedoman Umum Dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, Dan Kota Tahun Anggaran 2013;",[],,362,Perubahan; Alokasi; Tunjangan Profesi Guru; Pedoman Umum; Pegawai Negeri Sipil Daerah; Daerah Provinsi; Kabupaten; Kota; Tahun Anggaran 2013; Undang-Undang Nomor 19 Tahun 2012; Anggaran Pendapatan dan Belanja Negara; Peraturan Menteri Keuangan; Penyaluran; Rencana; Perubahan atas Peraturan Menteri Keuangan.
102~pmk.02~2018.json,PMK 102 /PMK.02/2018,Klasifikasi Anggaran,2018,102," a. bahwa untuk melaksanakan ketentuan Pasal 5 ayat (5) Peraturan Pemerintah Nomor 90 Tahun 2010 tentang Penyusunan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga, Menteri Keuangan telah menetapkan Peraturan Menteri Keuangan Nomor 127/PMK.02/2015 tentang Klasifikasi Anggaran sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 114/PMK.02/2016 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 127/PMK.02/2015 tentang Klasifikasi Anggaran; b. bahwa untuk menyesuaikan nomenklatur bagian anggaran kementerian negara/lembaga pada klasifikasi organisasi dan mengubah ruang lingkup serta terminologi pada klasifikasi fungsi dan klasifikasi jenis belanja, perlu mengatur kembali ketentuan mengenai klasifikasi anggaran; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Klasifikasi Anggaran;",[],"['Anggaran Pendapatan dan Belanja Negara', 'Belanja Negara', 'Bagian Anggaran', 'Kementerian Negara', 'Kementerian', 'Lembaga', 'Bendahara Umum Negara', 'Klasifikasi Anggaran', 'Klasifikasi Organisasi', 'Klasifikasi Fungsi', 'Klasifikasi Jenis Belanja', 'Menteri/Pimpinan Lembaga', 'Rencana Kerja dan Anggaran Kementerian/Lembaga', 'Rencana Dana Pengeluaran Bendahara Umum Negara', 'RDP BUN adalah dokumen perencanaan anggaran Bagian Anggaran BUN yang', 'Pengguna Anggaran', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Satuan Kerja', 'Satker', 'Kuasa Pengguna Anggaran', 'Program', 'Kegiatan']",290,Klasifikasi Anggaran; Penyusunan Rencana Kerja dan Anggaran; Nomenklatur Bagian Anggaran; Klasifikasi Organisasi; Ruang Lingkup; Terminologi; Klasifikasi Fungsi; Klasifikasi Jenis Belanja; Perubahan; Peraturan Menteri Keuangan.
102~pmk.04~2019.json,PMK 102/PMK.04/2019,Ekspor Kembali Barang Impor,2019,102," a. bahwa ketentuan mengenai ekspor kembali barang impor telah diatur dalam Peraturan Menteri Keuangan Nomor 149/PMK.04/2007 tentang Ekspor Kembali Barang Impor; b. bahwa untuk memberikan kepastian hukum serta untuk lebih meningkatkan pengawasan dan pelayanan di bidang kepabeanan atas ekspor kembali barang impor, perlu mengganti ketentuan mengenai ekspor kembali barang impor; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, serta untuk melaksanakan ketentuan Pasal 10A ayat (9) dan Pasal 11A ayat (7) Undang-Undang Nomor 17 Tahun 2006 tentang Perubahan atas Undang-Undang Nomor 10 Tahun 1995 tentang Kepabeanan, perlu menetapkan Peraturan Menteri Keuangan tentang Ekspor Kembali Barang Impor;",[],"['Daerah Pabean', 'Kawasan Pabean', 'Kantor Pabean', 'Tempat Penimbunan Sementara', 'Tempat lain yang Diperlakukan sama dengan TPS', 'Impor Sementara', 'Importir', 'Ekspor Kembali Barang Impor', 'Ekspor Kembali', 'Pejabat Bea dan Cukai', 'Pejabat']",237,Ketentuan; Kepastian hukum; Pengawasan; Pelayanan; Kepabeanan.
102~pmk.06~2017.json,PMK 102/PMK.06/2017,Keanggotaan Dan Tata Kerja Panitia Urusan Piutang Negara,2017,102," a. bahwa untuk melaksanakan ketentuan Pasal 6 ayat (2), Pasal 7, dan Pasal 8 Peraturan Presiden Nomor 89 Tahun 2006 tentang Panitia Urusan Piutang Negara, Menteri Keuangan telah menetapkan Peraturan Menteri Keuangan Nomor 122/PMK.06/2007 tentang Keanggotaan dan Tata Kerja Panitia Urusan Piutang Negara sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 155/PMK.06/2009 tentang Perubahan Atas Peraturan Menteri Keuangan Nomor 122/PMK.06/2007 tentang Keanggotaan dan Tata Kerja Panitia Urusan Piutang Negara; b. bahwa dalam rangka peningkatan kinerja Panitia Urusan Piutang Negara, perlu dilakukan penyempurnaan atas Peraturan Menteri Keuangan Nomor 122/PMK.06/2007 tentang Keanggotaan dan Tata Kerja Panitia Urusan Piutang Negara sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 155/PMK.06/2009 tentang Perubahan Atas Peraturan Menteri Keuangan Nomor 122/PMK.06/2007 tentang Keanggotaan dan Tata Kerja Panitia Urusan Piutang Negara; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Keanggotaan dan Tata Kerja Panitia Urusan Piutang Negara;","['Pelaksanaan Kewenangan dan Tugas', 'Wilayah Kerja dan Tanggung Jawab', 'Sekretariat Panitia Cabang']","['Panitia Urusan Piutang Negara', 'Panitia', 'Panitia Pusat', 'Panitia Cabang', 'Direktorat Jenderal Kekayaan Negara,', 'Direktorat Jenderal,', 'Direktur Jenderal Kekayaan Negara,', 'Direktur Jenderal,', 'Kantor Wilayah', 'Kantor Pelayanan', 'Piutang Negara']",388,Perubahan; Peningkatan kinerja; Penyempurnaan; Ketentuan; Peraturan Menteri Keuangan; Panitia Urusan Piutang Negara.
103~pmk.010~2016.json,PMK 103/PMK.010/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 159/Pmk.010/2015 Tentang Pemberian Fasilitas Pengurangan Pajak Penghasilan Badan,2016,103," a. bahwa ketentuan mengenai pemberian fasilitas pengurangan Pajak Penghasilan Badan, telah diatur dalam Peraturan Menteri Keuangan Nomor 159/PMK.010/2015 tentang Pemberian Fasilitas Pengurangan Pajak Penghasilan Badan; b. bahwa dalam rangka meningkatkan kelancaran pelaksanaan pemberian fasilitas pengurangan Pajak Penghasilan badan, perlu mengubah Peraturan Menteri Keuangan Nomor 159/PMK.010/2015 tentang Pemberian Fasilitas Pengurangan Pajak Penghasilan Badan sebagaimana dimaksud dalam huruf a; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, serta untuk melaksanakan ketentuan Pasal 30 Peraturan Pemerintah Nomor 94 Tahun 2010 tentang Penghitungan Penghasilan Kena Pajak dan Pelunasan Pajak Penghasilan dalam Tahun Berjalan, perlu menetapkan Peraturan Menteri Keuangan tentang Perubahan atas Peraturan Menteri Keuangan Nomor 159/PMK.010/2015 tentang Pemberian Fasilitas Pengurangan Pajak Penghasilan Badan;",[],,309,Pemberian fasilitas; Pengurangan Pajak Penghasilan Badan; Perubahan; Pelaksanaan; Kelancaran; Peraturan Menteri Keuangan; Penghitungan Penghasilan Kena Pajak; Pelunasan Pajak Penghasilan; Tahun Berjalan.
103~pmk.05~2019.json,PMK 103/PMK.05/2019,Standar Pelayanan Minimum Pusat Investasi Pemerintah,2019,103," a. bahwa untuk melaksanakan tugas dan fungsi Pusat Investasi Pemerintah sebagai instansi pemerintah yang menerapkan pengelolaan keuangan Badan Layanan Umum, telah ditetapkan Peraturan Menteri Keuangan Nomor 178/PMK.01/2008 tentang Standar Pelayanan Minimum Pusat Investasi Pemerintah; b. bahwa berdasarkan Peraturan Menteri Keuangan Nomor 91/PMK.05/2017 tentang Organisasi dan Tata Kerja Pusat Investasi Pemerintah, telah dilakukan penataan organisasi dan tata kerja Pusat Investasi Pemerintah yang mengakibatkan perubahan layanan yang diberikan oleh Pusat Investasi Pemerintah; c. bahwa sehubungan dengan adanya perubahan layanan yang diberikan oleh Pusat Investasi Pemerintah sebagaimana dimaksud dalam huruf b, perlu mengatur kembali ketentuan mengenai standar pelayanan minimum Pusat Investasi Pemerintah; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a sampai dengan huruf c, perlu menetapkan Peraturan Menteri Keuangan tentang Standar Pelayanan Minimum Pusat Investasi Pemerintah;",[],,306,Pusat Investasi Pemerintah; Pengelolaan Keuangan; Badan Layanan Umum; Peraturan Menteri Keuangan; Organisasi dan Tata Kerja; Perubahan Layanan; Ketentuan; Standar Pelayanan Minimum.
103~pmk.09~2010.json,PMK 103/PMK.09/2010,Tata Cara Pengelolaan Dan Tindak Lanjut Pelaporan Pelanggaran ( _Whistleblowing_ ) di Lingkungan Kementerian Keuangan,2010,103," a. bahwa dalam Peraturan Pemerintah Nomor 71 Tahun 2000 telah diatur mengenai tata cara pelaksanaan peran serta masyarakat dan pemberian penghargaan dalam pencegahan dan pemberantasan tindak pidana korupsi; b. bahwa untuk mendorong peran serta pejabat/pegawai di lingkungan Kementerian Keuangan dan masyarakat dalam upaya pencegahan dan pemberantasan tindak pidana korupsi serta penyalahgunaan wewenang oleh pejabat/pegawai di Lingkungan Kementerian Keuangan atas layanan yang diberikan oleh Kementerian Keuangan, perlu melakukan pengelolaan dan menindaklanjuti setiap laporan pelanggaran yang terjadi di Lingkungan Kementerian Keuangan; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Tata Cara Pengelolaan dan Tindak Lanjut Pelaporan Pelanggaran _(Whistleblowing)_ di Lingkungan Kementerian Keuangan;",[],"['Pelanggaran', 'Pelapor Pelanggaran _(whistleblower)_', 'Pengaduan', 'Pejabat yang berwenang menjatuhkan hukuman disiplin', 'Saluran Pengaduan', 'Unit Kepatuhan Internal', 'Unit Tertentu']",274,Pencegahan tindak pidana korupsi; Peran serta masyarakat; Penghargaan; Penyalahgunaan wewenang; Layanan; Pengelolaan laporan pelanggaran; Tindak lanjut pelaporan pelanggaran.
105~pmk.010~2019.json,PMK 105/PMK.010/2019,Penetapan Tarif Bea Masuk Dalam Rangka Persetujuan Kemitraan Ekonomi Komprehensif Antara Pemerintah Republik Indonesia Dan Pemerintah Republik Chile,2019,105," a. bahwa untuk meningkatkan kemitraan ekonomi antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile, Pemerintah Republik Indonesia telah meratifikasi Persetujuan Kemitraan Ekonomi Komprehensif antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile berdasarkan Peraturan Presiden Nomor 11 Tahun 2019 tentang Pengesahan Persetujuan Kemitraan Ekonomi Komprehensif antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile ( _Comprehensive_ _Economic Partnership Agreement between the Government_ _of the Republic of Indonesia and the Government of the_ _Republic of Chile_ ); b. bahwa berdasarkan modalitas yang telah disepakati dalam persetujuan kemitraan ekonomi sebagaimana dimaksud dalam huruf a, telah dijadwalkan skema penurunan tarif bea masuk dalam rangka Persetujuan Kemitraan Ekonomi Komprehensif antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, serta untuk melaksanakan ketentuan Pasal 13 ayat (2) Undang- Undang Nomor 17 Tahun 2006 tentang Perubahan atas Undang-Undang Nomor 10 Tahun 1995 tentang Kepabeanan, perlu menetapkan Peraturan Menteri Keuangan tentang Penetapan Tarif Bea Masuk Dalam Rangka Persetujuan Kemitraan Ekonomi Komprehensif Antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile;",[],"['(1) Menetapkan tarif bea masuk atas barang impor dari Republik Chile dalam rangka Persetujuan Kemitraan Ekonomi Komprehensif antara Pemerintah Republik Indonesia dan Pemerintah Republik Chile, yang tercantum dalam Lampiran yang']",409,Kemitraan ekonomi; Persetujuan kemitraan ekonomi; Penurunan tarif bea masuk; Skema penurunan tarif; Ketentuan Pasal 13; Undang-Undang Kepabeanan; Peraturan Menteri Keuangan.
106~pmk.02~2016.json,PMK 106/PMK.02/2016,Standar Biaya Keluaran Tahun Anggaran 2017,2016,106," bahwa dalam rangka melaksanakan ketentuan Pasal 5 ayat (5) Peraturan Pemerintah Nomor 90 Tahun 2010 tentang Penyusunan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga dan Pasal 16 Peraturan Menteri Keuangan Nomor 71/PMK.02/2013 tentang Pedoman Standar Biaya, Standar Struktur Biaya, dan Indeksasi dalam Penyusunan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 51/PMK.02/2014 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 71/PMK.02/2013 tentang Pedoman Standar Biaya, Standar Struktur Biaya, D dan Indeksasi dalam Penyusunan Rencana Kerja D dan Anggaran Kementerian Negara/Lembaga, perlu menetapkan Peraturan Menteri Keuangan tentang Standar Biaya Keluaran Tahun Anggaran 2017;",[],['Standar Biaya Keluaran'],262,Penyusunan anggaran; Standar biaya; Rencana kerja; Indeksasi; Perubahan peraturan; Tahun anggaran.
106~pmk.06~2009.json,PMK 106/PMK.06/2009,"Tata Cara Pengusulan, Pengangkatan Dan Pemberhentian Dewan direktur Lembaga Pembiayaan Ekspor Indonesia",2009,106," a. bahwa dalam rangka menciptakan kinerja yang optimal, Lembaga Pembiayaan Ekspor Indonesia perlu dikelola oleh Dewan Direktur yang profesional; b. bahwa berdasarkan ketentuan Pasal 25 ayat (3) dan ayat (4) Undang-Undang Nomor 2 Tahun 2009 tentang Lembaga Pembiayaan Ekspor Indonesia, anggota Dewan Direktur diangkat dan diberhentikan oleh Menteri Keuangan; c. bahwa agar proses pengangkatan dan pemberhentian Dewan Direktur dapat berjalan obyektif diperlukan adanya ketentuan yang mengatur pengusulan, pengangkatan dan pemberhentian Dewan Direktur Lembaga Pembiayaan Ekspor Indonesia; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, huruf b, dan huruf c, perlu menetapkan Peraturan Menteri Keuangan tentang Tata Cara Pengusulan, Pengangkatan Dan Pemberhentian Dewan Direktur Lembaga Pembiayaan Ekspor Indonesia;","['Persyaratan', 'Tata Cara dan Hasil Penilaian']","['Lembaga Pembiayaan Ekspor Indonesia', 'Menteri', 'Dewan Direktur', 'Ketua Dewan Direktur', 'Direktur Eksekutif', 'Direktur Pelaksana']",273,Pengelolaan; Kinerja; Dewan Direktur; Profesionalisme; Pengangkatan; Pemberhentian; Ketentuan; Proses; Obyektif; Pengusulan; Peraturan Menteri Keuangan.
106~pmk.07~2014.json,PMK 106/PMK.07/2014,Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau Tahun Anggaran 2014,2014,106," a. bahwa berdasarkan Undang-Undang Nomor 23 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2014, telah dialokasikan Dana Bagi Hasil Cukai Hasil Tembakau Tahun Anggaran 2014; b. bahwa berdasarkan Pasal 66A ayat (1) Undang-Undang Nomor 11 Tahun 1995 tentang Cukai sebagaimana telah diubah dengan Undang-Undang Nomor 39 Tahun 2007, telah diatur ketentuan mengenai Dana Bagi Hasil Cukai Hasil Tembakau; c. bahwa berdasarkan ketentuan Pasal 1 ayat (3) Peraturan Menteri Keuangan Nomor 84/PMK.07/2008 tentang Penggunaan Dana Bagi Hasil Cukai Hasil Tembakau dan Sanksi Atas Penyalahgunaan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 20/PMK.07/2009, alokasi Dana Bagi Hasil Cukai Hasil Tembakau diusulkan Gubernur kepada Menteri Keuangan untuk mendapatkan penetapan; d. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a, huruf b dan huruf c, perlu menetapkan Peraturan Menteri Keuangan tentang Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau Tahun Anggaran 2014;",[],,373,Alokasi dana; Undang-Undang Nomor 23 Tahun 2013; Anggaran Pendapatan dan Belanja Negara; Dana Bagi Hasil Cukai Hasil Tembakau; Pasal 66A; Undang-Undang Nomor 11 Tahun 1995; Cukai; Peraturan Menteri Keuangan; Penggunaan Dana Bagi Hasil Cukai Hasil Tembakau; Sanksi Atas Penyalahgunaan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau; Gubernur; Menteri Keuangan; Peraturan Menteri Keuangan; Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau.
107~pmk.02~2010.json,PMK 107/PMK.02/2010 /PMK.02/2009,"Persyaratan Dan Besarnya Tabungan Hari Tua Dan Asuransi Kematian Bagi Ketua, Wakil Ketua, Dan Anggota Dewan Perwakilan Daerah",2010,107," a. bahwa berdasarkan Peraturan Pemerintah Nomor 58 Tahun 2008 tentang Hak Keuangan/Administratif Bagi Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah serta Mantan Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah Beserta Janda/Dudanya, hak keuangan/administratif Ketua, Wakil Ketua dan Anggota Dewan Perwakilan Daerah adalah sama dengan hak keuangan/administratif bagi Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Rakyat; b. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a, Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah, telah dipungut iuran Tabungan Hari Tua dari penghasilan Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah setiap bulan; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Persyaratan dan Besarnya Tabungan Hari Tua dan Asuransi Kematian bagi Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Daerah;",[],"['Peserta', 'P', 'Isteri/Suami', 'Anak', 'MI', 'B']",300,Hak keuangan/administratif; Iuran Tabungan Hari Tua; Asuransi Kematian; Peraturan Menteri Keuangan.
107~pmk.04~2009.json,PMK 107/PMK.04/2009,"Pembebasan Bea Masuk atas Impor Persenjataan, Amunisi, Perlengkapan Militer Dan Kepolisian, Termasuk Suku Cadang, Serta Barang Dan Bahan yang dipergunakan untuk Menghasilkan Barang yang dipergunakan Bagi Keperluan Pertahanan Dan Keamanan Negara",2009,107," a. bahwa berdasarkan Pasal 25 ayat (1) huruf h dan huruf i Undang-Undang Nomor 10 Tahun 1995 tentang Kepabeanan sebagaimana telah diubah dengan Undang-Undang Nomor 17 Tahun 2006, atas impor persenjataan, amunisi, perlengkapan militer dan kepolisian, termasuk suku cadang, serta barang dan bahan yang dipergunakan untuk menghasilkan barang yang dipergunakan bagi keperluan pertahanan dan keamanan negara, diberikan pembebasan bea masuk; b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, dan dalam rangka melaksanakan ketentuan Pasal 25 ayat (3), perlu menetapkan Peraturan Menteri Keuangan tentang Pembebasan Bea Masuk Atas Impor Persenjataan, Amunisi, Perlengkapan Militer Dan Kepolisian, Termasuk Suku Cadang, Serta Barang Dan Bahan Yang Dipergunakan Untuk Menghasilkan Barang Yang Dipergunakan Bagi Keperluan Pertahanan Dan Keamanan Negara;",[],,281,Pembebasan bea masuk; Impor persenjataan; Amunisi; Perlengkapan militer; Kepolisian; Suku cadang; Barang dan bahan; Keperluan pertahanan; Keamanan negara.
107~pmk.06~2019.json,PMK 107 /PMK.06/2019,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 118/Pmk.06/2017 Tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara,2019,107," a. bahwa untuk melaksanakan ketentuan Pasal 11 Peraturan Presiden Nomor 75 Tahun 2017 tentang Penilaian Kembali Barang Milik Negara/Daerah, telah diterbitkan Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 57/PMK.06/2018 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara; b. bahwa untuk menindaklanjuti hasil pemeriksaan Badan Pemeriksa Keuangan terhadap pelaksanaan Penilaian Kembali Barang Milik Negara Tahun 2017-2018 dan dalam rangka meningkatkan kualitas pelaksanaan Penilaian Kembali Barang Milik Negara, perlu dilakukan perubahan dan penyempurnaan ketentuan dalam Peraturan Menteri Keuangan sebagaimana dimaksud dalam huruf a; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 118/PMK.06/2017 tentang Pedoman Pelaksanaan Penilaian Kembali Barang Milik Negara;",[],,362,Perubahan regulasi; Penilaian kembali; Barang milik negara; Pelaksanaan; Kualitas; Peraturan Menteri Keuangan.
108~pmk.02~2015.json,PMK 108/PMK.02/2015,Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015,2015,108," a. bahwa untuk melaksanakan amanat Pasal 13 dan Pasal 14 Peraturan Pemerintah Nomor 87 Tahun 2013 tentang Pengelolaan Aset Jaminan Sosial Kesehatan telah ditetapkan Peraturan Menteri Keuangan Nomor 245/PMK.02/2014 tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015; b. bahwa dalam rangka menjaga kesinambungan program jaminan kesehatan dan menjaga kesehatan keuangan aset Dana Jaminan Sosial Kesehatan sebagaimana diamanatkan dalam Pasal 37 ayat (5) dan Pasal 38 ayat (2) Peraturan Pemerintah Nomor 87 Tahun 2013 tentang Pengelolaan Aset Jaminan Sosial Kesehatan perlu mengatur kembali besaran persentase dana operasional sebagaimana telah ditetapkan dalam PeraturanMenteri Keuangan Nomor 245/PMK.02/2014 tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015; c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Menteri Keuangan tentang Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2015;",[],,375,Pengelolaan Aset; Program Jaminan Kesehatan; Kesehatan Keuangan; Besaran Persentase; Dana Operasional; Badan Penyelenggara; Jaminan Sosial Kesehatan; Tahun 2015.
